name	ko	family	lv2des
PN3RD|k141_1346631	K00558	Siphoviridae	Amino acid metabolism
PN4RB|k141_978004	K21029	Unclassified	"Folding, sorting and degradation"
PN7RO|k141_226869	K14652	Siphoviridae	Metabolism of cofactors and vitamins
Q36|NODE_7_fragment_2	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN16RS|k141_876638	K00390	Siphoviridae	Energy metabolism
PN3CF|k141_1869057	K17398	Siphoviridae	Amino acid metabolism
PN1CI|k141_504757	K00558	Siphoviridae	Amino acid metabolism
PN3DG|k141_258901	K00789	Siphoviridae	Amino acid metabolism
PN8RJ|k141_1148650	K01737	Myoviridae	Metabolism of cofactors and vitamins
PN8RJ|k141_1148650	K10026	Myoviridae	Metabolism of cofactors and vitamins
PN8RJ|k141_1148650	K06920	Myoviridae	Metabolism of cofactors and vitamins
PN8RJ|k141_1148650	K01495	Myoviridae	Metabolism of cofactors and vitamins
PN16RA|k141_1119989	K00558	Unclassified	Amino acid metabolism
PN4RE|k141_1882672	K17398	Unclassified	Amino acid metabolism
PN3RD|k141_922625	K00789	Siphoviridae	Amino acid metabolism
PN9RJ|k141_512882	K00558	Siphoviridae	Amino acid metabolism
PN9RJ|k141_512882	K17398	Siphoviridae	Amino acid metabolism
PN3DG|k141_364615	K17487	Unclassified	Metabolism of cofactors and vitamins
PN10RR|k141_331744	K00558	Siphoviridae	Amino acid metabolism
PN10RR|k141_331744	K06167	Siphoviridae	Metabolism of other amino acids
PN1RA|k141_1109444	K00558	Siphoviridae	Amino acid metabolism
PN1RA|k141_1109444	K00789	Siphoviridae	Amino acid metabolism
PN1RA|k141_1109444	K00558	Siphoviridae	Amino acid metabolism
PN1RA|k141_1109444	K00558	Siphoviridae	Amino acid metabolism
PN1RA|k141_1109444	K00558	Siphoviridae	Amino acid metabolism
PN1CK|k141_907661	K00558	Unclassified	Amino acid metabolism
PN1CK|k141_907661	K17398	Unclassified	Amino acid metabolism
PN5RG|k141_1041954	K23144	Unclassified	Carbohydrate metabolism
PN5RG|k141_1041954	K00390	Unclassified	Energy metabolism
PN5RG|k141_1041954	K00558	Unclassified	Amino acid metabolism
K330|NODE_1_1	K00558	Myoviridae	Amino acid metabolism
PN5CB|k141_221604	K00558	Myoviridae	Amino acid metabolism
PN16RE|k141_244972	K07173	Unclassified	Amino acid metabolism
PN1LH|k141_1557523	K00568	Siphoviridae	Metabolism of cofactors and vitamins
PN1LH|k141_1557523	K01176	Siphoviridae	Carbohydrate metabolism
PN5RC|k141_234274	K00558	Unclassified	Amino acid metabolism
PN5RC|k141_234274	K00558	Unclassified	Amino acid metabolism
PN5LA|k141_337398_1	K00558	Myoviridae	Amino acid metabolism
PN1LC|k141_536299	K00789	Siphoviridae	Amino acid metabolism
PN1LC|k141_536299	K00558	Siphoviridae	Amino acid metabolism
PN7RO|k141_259275	K17398	Unclassified	Amino acid metabolism
PN14RE|k141_971511	K00558	Myoviridae	Amino acid metabolism
PN14RE|k141_971511	K00558	Myoviridae	Amino acid metabolism
PN14RE|k141_971511	K00390	Myoviridae	Energy metabolism
PN1RJ|k141_346620	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN1RJ|k141_346620	K00390	Siphoviridae	Energy metabolism
PN1CH|k141_509993	K00558	Siphoviridae	Amino acid metabolism
PN8RC|k141_981860	K00558	Unclassified	Amino acid metabolism
PN16RF|k141_2201635	K00789	Unclassified	Amino acid metabolism
PN3RG|k141_626949_1	K00789	Siphoviridae	Amino acid metabolism
PN3RG|k141_626949_1	K00390	Siphoviridae	Energy metabolism
PN1RB|k141_1815608	K00390	Siphoviridae	Energy metabolism
PN1RB|k141_1815608	K06167	Siphoviridae	Metabolism of other amino acids
PN14RE|k141_99212	K00390	Unclassified	Energy metabolism
PN12RD|k141_1705689	K00639	Unclassified	Amino acid metabolism
PN12RD|k141_1705689	K22227	Unclassified	Metabolism of cofactors and vitamins
PN12RD|k141_1705689	K07029	Unclassified	Lipid metabolism
PN12RD|k141_1705689	K00946	Unclassified	Metabolism of cofactors and vitamins
PN8RR|k141_1128175	K00558	Unclassified	Amino acid metabolism
PN13RS|k141_885788	K00558	Myoviridae	Amino acid metabolism
PN13RS|k141_885788	K03270	Myoviridae	Glycan biosynthesis and metabolism
PN13RS|k141_885788	K23144	Myoviridae	Carbohydrate metabolism
PN13RS|k141_885788	K08281	Myoviridae	Metabolism of cofactors and vitamins
PN13RS|k141_885788	K01916	Myoviridae	Metabolism of cofactors and vitamins
PN13RS|k141_885788	K00763	Myoviridae	Metabolism of cofactors and vitamins
PN13RS|k141_885788	K00969	Myoviridae	Metabolism of cofactors and vitamins
PN2LB|k141_727493	K00012	Myoviridae	Carbohydrate metabolism
PN2LB|k141_727493	K08678	Myoviridae	Carbohydrate metabolism
PN4RC|k141_1979397	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN8RO|k141_975392	K00558	Gratiaviridae	Amino acid metabolism
PN8RJ|k141_894983_1	K00789	Siphoviridae	Amino acid metabolism
PN3RG|k141_2369896_1	K17716	Myoviridae	Carbohydrate metabolism
PN3RG|k141_2369896_1	K00789	Myoviridae	Amino acid metabolism
PN3CF|k141_1017710	K01939	Unclassified	Nucleotide metabolism
PN13RI|k141_190991	K00789	Siphoviridae	Amino acid metabolism
PN5LE|k141_320453	K00558	Unclassified	Amino acid metabolism
PN5LB|k141_25717_1	K00789	Siphoviridae	Amino acid metabolism
PN5LB|k141_25717_1	K00558	Siphoviridae	Amino acid metabolism
PN1JE|k141_487281	K21140	Siphoviridae	"Folding, sorting and degradation"
PN11RK|k141_2789928_fragment_2	K09882	Unclassified	Metabolism of cofactors and vitamins
PN1RA|k141_3586098	K21029	Unclassified	"Folding, sorting and degradation"
PN8RH|k141_1029272	K00558	Unclassified	Amino acid metabolism
PN16RT|k141_290957	K06167	Unclassified	Metabolism of other amino acids
PN5RG|k141_786192	K00390	Myoviridae	Energy metabolism
PN5RG|k141_786192	K06167	Myoviridae	Metabolism of other amino acids
J28|NODE_1_1	K00558	Siphoviridae	Amino acid metabolism
PN3LC|k141_2186678	K09457	Siphoviridae	Metabolism of cofactors and vitamins
PN3LC|k141_2186678	K06920	Siphoviridae	Metabolism of cofactors and vitamins
PN3LC|k141_2186678	K01737	Siphoviridae	Metabolism of cofactors and vitamins
PN3LC|k141_2186678	K10026	Siphoviridae	Metabolism of cofactors and vitamins
PN3LC|k141_2186678	K01495	Siphoviridae	Metabolism of cofactors and vitamins
PN5RE|k141_431224_1	K00789	Siphoviridae	Amino acid metabolism
PN1CH|k141_432750	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN1CH|k141_432750	K01939	Siphoviridae	Nucleotide metabolism
PN1CL|k141_483259	K03147	Myoviridae	Metabolism of cofactors and vitamins
PN1CL|k141_483259	K03269	Myoviridae	Glycan biosynthesis and metabolism
PN1CL|k141_483259	K00558	Myoviridae	Amino acid metabolism
PN1CL|k141_483259	K03270	Myoviridae	Glycan biosynthesis and metabolism
PN1CL|k141_483259	K23144	Myoviridae	Carbohydrate metabolism
PN1CL|k141_483259	K08281	Myoviridae	Metabolism of cofactors and vitamins
PN1CL|k141_483259	K01916	Myoviridae	Metabolism of cofactors and vitamins
PN1CL|k141_483259	K00763	Myoviridae	Metabolism of cofactors and vitamins
PN1CL|k141_483259	K00969	Myoviridae	Metabolism of cofactors and vitamins
CH38|NODE_187	K00558	Siphoviridae	Amino acid metabolism
CH38|NODE_187	K00558	Siphoviridae	Amino acid metabolism
PN7RP|k141_1243058_1	K01458	Unclassified	Carbohydrate metabolism
PN1DL|k141_126795	K06167	Siphoviridae	Metabolism of other amino acids
J900|NODE_12_1	K01442	Siphoviridae	Lipid metabolism
PN3CF|k141_659513	K00390	Unclassified	Energy metabolism
PN5CA|k141_660538	K08352	Myoviridae	Energy metabolism
PN1LC|k141_1382353	K00558	Siphoviridae	Amino acid metabolism
PN8RF|k141_776926	K00390	Siphoviridae	Energy metabolism
PN8RF|k141_776926	K17398	Siphoviridae	Amino acid metabolism
PN3RA|k141_614558_1	K00390	Unclassified	Energy metabolism
PN7RP|k141_577190	K00390	Siphoviridae	Energy metabolism
PN1CK|k141_488430	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN1CK|k141_488430	K03272	Siphoviridae	Glycan biosynthesis and metabolism
PN1CK|k141_488430	K22227	Siphoviridae	Metabolism of cofactors and vitamins
PN1RB|k141_187696	K07173	Myoviridae	Amino acid metabolism
PN1RB|k141_187696	K00568	Myoviridae	Metabolism of cofactors and vitamins
PN11RK|k141_2102169	K06167	Quimbyviridae	Metabolism of other amino acids
PN13RC|k141_247128	K00390	Unclassified	Energy metabolism
PN8RE|k141_156482	K06920	Unclassified	Metabolism of cofactors and vitamins
J1343|NODE_19	K00558	Siphoviridae	Amino acid metabolism
PN7RI|k141_1553524	K06167	Siphoviridae	Metabolism of other amino acids
PN7RI|k141_1553524	K00390	Siphoviridae	Energy metabolism
PN10RC|k141_1746601	K06167	Siphoviridae	Metabolism of other amino acids
PN6RO|k141_1337588	K00971	Myoviridae	Carbohydrate metabolism
PN6RO|k141_1337588	K00558	Myoviridae	Amino acid metabolism
PN6RO|k141_1337588	K00558	Myoviridae	Amino acid metabolism
PN6RO|k141_1337588	K00390	Myoviridae	Energy metabolism
PN1RB|k141_3834305	K00390	Siphoviridae	Energy metabolism
PN1RB|k141_3834305	K06167	Siphoviridae	Metabolism of other amino acids
PN2JD|k141_9830	K00390	Unclassified	Energy metabolism
PN1CG|k141_4268	K09882	Unclassified	Metabolism of cofactors and vitamins
PN16RI|k141_505750	K09882	Unclassified	Metabolism of cofactors and vitamins
PN10RD|k141_2022596	K00600	Unclassified	Carbohydrate metabolism
PN7RP|k141_858924	K06167	Unclassified	Metabolism of other amino acids
PN7RP|k141_858924	K00390	Unclassified	Energy metabolism
PN6RR|k141_951171	K00390	Unclassified	Energy metabolism
PN10RS|k141_1757282	K00390	Unclassified	Energy metabolism
PN10RS|k141_1757282	K00600	Unclassified	Carbohydrate metabolism
PN15RE|k141_1141472	K09882	Unclassified	Metabolism of cofactors and vitamins
PN1CC|k141_913249	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN1CC|k141_913249	K00558	Siphoviridae	Amino acid metabolism
PN1CC|k141_913249	K00558	Siphoviridae	Amino acid metabolism
PN1CC|k141_913249	K00558	Siphoviridae	Amino acid metabolism
PN8RE|k141_927360	K00789	Siphoviridae	Amino acid metabolism
PN6RB|k141_2209895	K01190	Siphoviridae	Carbohydrate metabolism
PN6RB|k141_2209895	K01176	Siphoviridae	Carbohydrate metabolism
PN6RB|k141_141750	K13522	Unclassified	Metabolism of cofactors and vitamins
PN1RA|k141_3705254	K00390	Siphoviridae	Energy metabolism
PN1RA|k141_3705254	K00558	Siphoviridae	Amino acid metabolism
PN5CD|k141_117332	K00390	Unclassified	Energy metabolism
PN5RC|k141_342980_1	K00558	Siphoviridae	Amino acid metabolism
PN3RE|k141_1769228	K22227	Unclassified	Metabolism of cofactors and vitamins
PN3RE|k141_1769228	K22227	Unclassified	Metabolism of cofactors and vitamins
PN3RE|k141_1769228	K22227	Unclassified	Metabolism of cofactors and vitamins
PN3RE|k141_1769228	K22227	Unclassified	Metabolism of cofactors and vitamins
PN3RE|k141_1769228	K22227	Unclassified	Metabolism of cofactors and vitamins
PN3RE|k141_1769228	K22227	Unclassified	Metabolism of cofactors and vitamins
PN3RE|k141_1769228	K22227	Unclassified	Metabolism of cofactors and vitamins
PN3RE|k141_1769228	K01916	Unclassified	Metabolism of cofactors and vitamins
H118|NODE_4_1	K02849	Myoviridae	Glycan biosynthesis and metabolism
PN8RM|k141_1773463	K00558	Unclassified	Amino acid metabolism
PN8RM|k141_1773463	K06167	Unclassified	Metabolism of other amino acids
PN16RO|k141_2375813	K00390	Unclassified	Energy metabolism
PN16RO|k141_2375813	K00558	Unclassified	Amino acid metabolism
PN11RO|k141_2122436_fragment_1	K22769	Siphoviridae	Lipid metabolism
PN11RO|k141_2122436_fragment_1	K06131	Siphoviridae	Lipid metabolism
PN11RO|k141_2122436_fragment_1	K19668	Siphoviridae	Carbohydrate metabolism
PN16RR|k141_1279924	K06167	Unclassified	Metabolism of other amino acids
PN14RN|k141_960128	K00789	Unclassified	Amino acid metabolism
PN13RO|k141_1027099	K00600	Siphoviridae	Carbohydrate metabolism
PN4RE|k141_784497_1	K00558	Myoviridae	Amino acid metabolism
PN5CD|k141_160953	K17398	Myoviridae	Amino acid metabolism
PN16RF|k141_2201666	K06167	Quimbyviridae	Metabolism of other amino acids
PN14RP|k141_1084326_1	K00789	Myoviridae	Amino acid metabolism
PN14RP|k141_1084326_1	K00390	Myoviridae	Energy metabolism
PN8RN|k141_107169	K00558	Siphoviridae	Amino acid metabolism
PN1RG|k141_889069	K04487	Myoviridae	Metabolism of cofactors and vitamins
PN7RF|k141_680443_1	K00558	Siphoviridae	Amino acid metabolism
PN5CF|k141_659879_1	K00558	Siphoviridae	Amino acid metabolism
PN5CF|k141_659879_1	K00558	Siphoviridae	Amino acid metabolism
PN5CF|k141_659879_1	K00789	Siphoviridae	Amino acid metabolism
PN5CF|k141_659879_1	K00558	Siphoviridae	Amino acid metabolism
PN1CJ|k141_1582874	K03273	Unclassified	Glycan biosynthesis and metabolism
PN1CJ|k141_1582874	K00558	Unclassified	Amino acid metabolism
PN5DD|k141_99472	K01176	Siphoviridae	Carbohydrate metabolism
PN16RK|k141_2098496	K00764	Siphoviridae	Nucleotide metabolism
PN16RK|k141_2098496	K00568	Siphoviridae	Metabolism of cofactors and vitamins
PN7RI|k141_1328735	K00390	Unclassified	Energy metabolism
PN1LH|k141_791062	K20170	Siphoviridae	Metabolism of cofactors and vitamins
PN2RA|k141_2517580	K17398	Siphoviridae	Amino acid metabolism
PN1LI|k141_1155080	K23144	Podoviridae_crAss-like	Carbohydrate metabolism
PN1LI|k141_1155080	K01771	Podoviridae_crAss-like	Carbohydrate metabolism
PN1LI|k141_1155080	K01916	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN1LI|k141_1155080	K00763	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN1LI|k141_1155080	K00952	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN1LI|k141_1155080	K08281	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN1LI|k141_1155080	K01953	Podoviridae_crAss-like	Amino acid metabolism
PN14RH|k141_1212727	K00558	Siphoviridae	Amino acid metabolism
PN6RF|k141_900960	K17398	Siphoviridae	Amino acid metabolism
PN11RA|k141_2309309_1	K21029	Siphoviridae	"Folding, sorting and degradation"
PN1RA|k141_3631952	K00558	Siphoviridae	Amino acid metabolism
PN1RA|k141_3631952	K00558	Siphoviridae	Amino acid metabolism
PN1RA|k141_3631952	K00390	Siphoviridae	Energy metabolism
PN16RF|k141_1926787	K17398	Unclassified	Amino acid metabolism
PN16RO|k141_694325	K01190	Siphoviridae	Carbohydrate metabolism
PN13RM|k141_1559175	K21029	Unclassified	"Folding, sorting and degradation"
PN3RE|k141_1982676	K19548	Siphoviridae	Biosynthesis of other secondary metabolites
PN8RF|k141_1360355	K00390	Siphoviridae	Energy metabolism
PN3RD|k141_888777	K17398	Siphoviridae	Amino acid metabolism
PN8RO|k141_35017	K00059	Siphoviridae	Lipid metabolism
J433|NODE_8_1	K13038	Siphoviridae	Metabolism of cofactors and vitamins
J433|NODE_8_1	K16150	Siphoviridae	Carbohydrate metabolism
J433|NODE_8_1	K00558	Siphoviridae	Amino acid metabolism
PN8RN|k141_1351413	K00600	Siphoviridae	Carbohydrate metabolism
PN15RI|k141_805204	K03148	Unclassified	Metabolism of cofactors and vitamins
PN3CB|k141_392759_1	K06167	Unclassified	Metabolism of other amino acids
PN3CB|k141_392759_1	K00390	Unclassified	Energy metabolism
PN13RR|k141_312393	K00558	Myoviridae	Amino acid metabolism
PN13RR|k141_312393	K00789	Myoviridae	Amino acid metabolism
PN16RB|k141_2018604	K00558	Unclassified	Amino acid metabolism
PN8RG|k141_906306	K00791	Unclassified	Metabolism of terpenoids and polyketides
PN1RA|k141_4269174	K03273	Siphoviridae	Glycan biosynthesis and metabolism
PN1RA|k141_4269174	K00558	Siphoviridae	Amino acid metabolism
PN1RA|k141_4269174	K01771	Siphoviridae	Carbohydrate metabolism
PN1RD|k141_1313555	K00558	Siphoviridae	Amino acid metabolism
PN1RD|k141_1313555	K00558	Siphoviridae	Amino acid metabolism
PN1RB|k141_1111826_1	K00390	Siphoviridae	Energy metabolism
PN1RB|k141_1111826_1	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN11RA|k141_1581675	K16066	Unclassified	Nucleotide metabolism
PN11RA|k141_1581675	K08679	Unclassified	Carbohydrate metabolism
PN11RA|k141_1581675	K00558	Unclassified	Amino acid metabolism
PN2RA|k141_714123	K00390	Unclassified	Energy metabolism
PN2RA|k141_714123	K02536	Unclassified	Glycan biosynthesis and metabolism
PN7RF|k141_721912	K06167	Unclassified	Metabolism of other amino acids
PN8RF|k141_952486_1	K00390	Myoviridae	Energy metabolism
PN4RD|k141_978662	K00558	Myoviridae	Amino acid metabolism
PN3LA|k141_9696	K12373	Unclassified	Carbohydrate metabolism
PN5CA|k141_178431	K00390	Myoviridae	Energy metabolism
PN16RH|k141_148475	K06167	Unclassified	Metabolism of other amino acids
PN13RO|k141_1040795	K00390	Siphoviridae	Energy metabolism
PN14RN|k141_1011806_1	K01491	Siphoviridae	Energy metabolism
PN7RL|k141_528433	K09883	Myoviridae	Metabolism of cofactors and vitamins
PN7RL|k141_528433	K09882	Myoviridae	Metabolism of cofactors and vitamins
PN7RL|k141_528433	K00789	Myoviridae	Amino acid metabolism
PN16RN|k141_750242	K01854	Siphoviridae	Carbohydrate metabolism
PN16RN|k141_750242	K00600	Siphoviridae	Carbohydrate metabolism
PN14RO|k141_1364616	K00558	Siphoviridae	Amino acid metabolism
PN14RO|k141_1364616	K00558	Siphoviridae	Amino acid metabolism
PN14RO|k141_1364616	K17398	Siphoviridae	Amino acid metabolism
PN14RO|k141_1364616	K00390	Siphoviridae	Energy metabolism
PN14RO|k141_1364616	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN12RH|k141_857962	K00558	Siphoviridae	Amino acid metabolism
PN12RH|k141_857962	K00390	Siphoviridae	Energy metabolism
PN13RE|k141_836436_1	K00558	Siphoviridae	Amino acid metabolism
PN13RE|k141_836436_1	K00390	Siphoviridae	Energy metabolism
PN13RE|k141_836436_1	K00789	Siphoviridae	Amino acid metabolism
PN1CD|k141_1025801	K00558	Unclassified	Amino acid metabolism
PN1CD|k141_1025801	K00390	Unclassified	Energy metabolism
PN14RH|k141_149009	K01784	Unclassified	Carbohydrate metabolism
PN14RH|k141_149009	K00134	Unclassified	Carbohydrate metabolism
PN5IE|k141_65911	K00390	Siphoviridae	Energy metabolism
PN5IE|k141_65911	K01854	Siphoviridae	Carbohydrate metabolism
PN10RT|k141_954461	K01243	Myoviridae	Amino acid metabolism
PN10RT|k141_954461	K07173	Myoviridae	Amino acid metabolism
PN10RT|k141_954461	K00568	Myoviridae	Metabolism of cofactors and vitamins
PN10RL|k141_1474339	K01939	Siphoviridae	Nucleotide metabolism
PN10RL|k141_1474339	K01491	Siphoviridae	Energy metabolism
PN10RH|k141_815469_1	K00789	Siphoviridae	Amino acid metabolism
PN11RN|k141_2476326	K00558	Unclassified	Amino acid metabolism
PN15RF|k141_659368	K00600	Siphoviridae	Carbohydrate metabolism
PN10RH|k141_59904	K00558	Unclassified	Amino acid metabolism
PN1RK|k141_2150016	K06920	Unclassified	Metabolism of cofactors and vitamins
PN1RK|k141_2150016	K01495	Unclassified	Metabolism of cofactors and vitamins
PN1RK|k141_2150016	K10026	Unclassified	Metabolism of cofactors and vitamins
PN1RK|k141_2150016	K01737	Unclassified	Metabolism of cofactors and vitamins
PN14RS|k141_832764	K17716	Siphoviridae	Carbohydrate metabolism
PN14RS|k141_832764	K21029	Siphoviridae	"Folding, sorting and degradation"
PN8RN|k141_416981	K01771	Podoviridae_crAss-like	Carbohydrate metabolism
PN1JE|k141_374676	K00789	Siphoviridae	Amino acid metabolism
PN1JE|k141_374676	K00558	Siphoviridae	Amino acid metabolism
PN7RV|k141_233694	K00558	Unclassified	Amino acid metabolism
PN6RC|k141_3150198	K00390	Unclassified	Energy metabolism
PN6RC|k141_3150198	K00558	Unclassified	Amino acid metabolism
PN7RH|k141_34081	K10536	Unclassified	Amino acid metabolism
PN6RO|k141_1491444	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN14RE|k141_688053	K01916	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN14RE|k141_688053	K01953	Podoviridae_crAss-like	Amino acid metabolism
PN16RA|k141_2091094	K00390	Siphoviridae	Energy metabolism
