DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	completeness
PN7RG_k141_1112541	85.88
PN7RG_k141_1709292	53.26
PN7RG_k141_236277	84.85
PN7RG_k141_35715	79.77
PN7RG_k141_48321	59.9
PN7RG_k141_735686	100
PN7RG_k141_823333	50.89
PN7RH_k141_1343184	71.03
PN7RH_k141_1465625	100
PN7RH_k141_1513080	100
PN7RH_k141_1663532	78.92
PN7RH_k141_1711981	62.36
PN7RH_k141_313775	100
PN7RH_k141_409901	100
PN7RH_k141_554289	84.82
PN7RI_k141_1029093	100
PN7RI_k141_1411470_1	100
PN7RI_k141_1627702	58.52
PN7RI_k141_1724322	100
PN7RI_k141_547125	100
PN7RI_k141_893643	56.02
PN7RJ_k141_1157953	100
PN7RJ_k141_2051143	99.23
PN7RJ_k141_2180549	100
PN7RJ_k141_283028	88.88
PN7RK_k141_1292023	59.76
PN7RK_k141_1307538	100
PN7RK_k141_1465738	85.29
PN7RK_k141_152343	59.89
PN7RK_k141_1634823	61.49
PN7RK_k141_1811209	100
PN7RK_k141_1876980	64.28
PN7RK_k141_2422438	56.01
PN7RK_k141_497452	96.74
PN7RK_k141_674011	79.72
PN7RK_k141_951713	70.34
PN7RL_k141_1282103_1	85.94
PN7RL_k141_511346	100
PN7RL_k141_55491	83.08
PN7RL_k141_620747	100
PN7RL_k141_997695_1	53.85
PN7RM_k141_1176093	100
PN7RM_k141_1406331	69.41
PN7RM_k141_1445328	89.81
PN7RM_k141_1455014	70.4
PN7RM_k141_1474966	76.82
PN7RM_k141_1697124	100
PN7RM_k141_296918	58.07
PN7RM_k141_655470	60.52
PN7RM_k141_726201	100
PN7RM_k141_791215	100
PN7RN_k141_1116167	100
PN7RN_k141_1694625	67.53
PN7RN_k141_1902538	59.06
PN7RN_k141_1946591_1	91.12
PN7RN_k141_2175699	89.92
PN7RN_k141_537119	89.94
PN7RN_k141_786283	71.46
PN7RO_k141_1231553	51.21
PN7RO_k141_1320312	56.96
PN7RO_k141_1409177	57.88
PN7RO_k141_1487227	64.19
PN7RO_k141_1542302	50
PN7RO_k141_1583303	100
PN7RO_k141_1695173	73.12
PN7RO_k141_1695175	100
PN7RO_k141_1695184	100
PN7RO_k141_218943	94.89
PN7RO_k141_225090	50.75
PN7RO_k141_242963	50.24
PN7RO_k141_512079	55.07
PN7RO_k141_761235	96.01
PN7RO_k141_776301	100
PN7RO_k141_818954	59.8
PN7RO_k141_987829	100
PN7RP_k141_1003006	100
PN7RP_k141_1384562	89.41
PN7RP_k141_1413730	79.54
PN7RP_k141_19662	70.09
PN7RP_k141_47749	59.72
PN7RP_k141_546584	65.23
PN7RP_k141_749916	72.62
PN7RQ_k141_1002395	62.71
PN7RQ_k141_1033906	100
PN7RQ_k141_1049515_1	83.44
PN7RQ_k141_1431470	99.82
PN7RQ_k141_1884793	100
PN7RQ_k141_1913461	89.89
PN7RQ_k141_1967613	65.97
PN7RQ_k141_46822	100
PN7RR_k141_1017293	93.94
PN7RR_k141_484890	54.79
PN7RR_k141_685277	91.17
PN7RS_k141_14707	100
PN7RS_k141_303901	94.29
PN7RS_k141_559771_1	53.72
PN7RT_k141_1311904	95.45
PN7RT_k141_2012811	57.75
PN7RT_k141_2262823	100
PN7RT_k141_475537	60.81
PN7RT_k141_555074	58.52
PN7RT_k141_637668	100
PN7RT_k141_987475	100
PN7RU_k141_1522541	95.22
PN7RU_k141_264467	94.55
PN7RU_k141_726185	100
PN7RU_k141_895120	63
PN7RV_k141_1240218	72.98
PN7RV_k141_63762	67.52
PN7RV_k141_717349	77.46
PN7RV_k141_823999	76.68
PN7RV_k141_824544	56.16
PN7RV_k141_875952	56.7
PN7RV_k141_886513	76.1
PN8RA_k141_1128364	50.09
PN8RA_k141_1153438	75.97
PN8RA_k141_464251	93.49
PN8RA_k141_795786	100
PN8RA_k141_813199	60.88
PN8RB_k141_1104646	91.72
PN8RB_k141_1509589	58.49
PN8RB_k141_1535878	61.63
PN8RB_k141_391493	68.65
PN8RB_k141_512088_1	50.77
PN8RB_k141_608851	100
PN8RB_k141_939314	52.24
PN8RB_k141_945878	100
PN8RC_k141_1002005	100
PN8RC_k141_1022658	100
PN8RC_k141_1032094	89.53
PN8RC_k141_1032620	70.67
PN8RC_k141_1085288	92.55
PN8RC_k141_170082	83.09
PN8RC_k141_322077	92.29
PN8RC_k141_39116	59.81
PN8RC_k141_421730	57.18
PN8RC_k141_485478	100
PN8RC_k141_556635	54.09
PN8RC_k141_562517	57.38
PN8RC_k141_644147	62.74
PN8RC_k141_762651	100
PN8RC_k141_819599	54.24
PN8RC_k141_845601_1	77.29
PN8RC_k141_849822	100
PN8RC_k141_963002	54.71
PN8RC_k141_976265	100
PN8RC_k141_992476	97.17
PN8RD_k141_1082392	51.49
PN8RD_k141_1150470	52.68
PN8RD_k141_125032	70.23
PN8RD_k141_1352578	100
PN8RD_k141_1444521	100
PN8RD_k141_1459352	59.1
PN8RD_k141_1509545	69.11
PN8RD_k141_1533904	55.55
PN8RD_k141_1534439	71.85
PN8RD_k141_1534464	100
PN8RD_k141_212598	78.94
PN8RD_k141_240387	54.09
PN8RD_k141_266134	53.92
PN8RD_k141_497814	62.79
PN8RD_k141_742429	50.53
PN8RE_k141_1052569	100
PN8RE_k141_1063979	70.23
PN8RE_k141_1200888	74.1
PN8RE_k141_1344234	99.28
PN8RE_k141_1396891_1	83.98
PN8RE_k141_1401595	97.28
PN8RE_k141_1449612	53.85
PN8RE_k141_1507187	56.82
PN8RE_k141_28129	89.14
PN8RE_k141_304192	94.28
PN8RE_k141_33173	84.24
PN8RE_k141_421026	55.17
PN8RE_k141_538863	86.28
PN8RE_k141_811526	89.9
PN8RE_k141_934282_1_fragment_1	100
PN8RE_k141_950750	50.03
PN8RF_k141_1240150	98.83
PN8RF_k141_1243220	100
PN8RF_k141_1246508	50.63
PN8RF_k141_1360418	52.55
PN8RF_k141_212761	53.83
PN8RF_k141_746166	68.26
PN8RG_k141_1100390	50.97
PN8RG_k141_1488618	96.1
PN8RG_k141_1573103	100
PN8RG_k141_1576368	100
PN8RG_k141_174472	54.84
PN8RG_k141_497431_1	67.05
PN8RG_k141_70840	100
PN8RH_k141_1012295	50.12
PN8RH_k141_155759	100
PN8RH_k141_185579	100
PN8RH_k141_292913	100
PN8RH_k141_328792	99.2
PN8RH_k141_499572	100
PN8RH_k141_555700	62.14
PN8RH_k141_806725	55.74
PN8RH_k141_812392	51.64
PN8RH_k141_905768	67.63
PN8RH_k141_940522	88.09
PN8RH_k141_970511	99.66
PN8RH_k141_972166	75.93
PN8RI_k141_1219570	52.74
PN8RI_k141_860208	73.21
PN8RI_k141_896297	100
PN8RI_k141_952864	54.31
PN8RJ_k141_1159630	69.9
PN8RJ_k141_1371434	100
PN8RJ_k141_264278	53.02
PN8RJ_k141_325910	70.76
PN8RJ_k141_486503	50.99
PN8RJ_k141_618534	100
PN8RJ_k141_634562	90.07
PN8RJ_k141_844988	52.16
PN8RJ_k141_870685	54.01
PN8RJ_k141_951552	100
PN8RJ_k141_965449	100
PN8RJ_k141_972110	70.84
PN8RJ_k141_986814	68
PN8RK_k141_1142604	100
PN8RK_k141_1176429	100
PN8RK_k141_1176448	100
PN8RK_k141_1176474	100
PN8RK_k141_1176489	100
PN8RK_k141_122474	59.23
PN8RK_k141_2604	100
PN8RK_k141_645963	56.71
PN8RK_k141_672990	51.14
PN8RK_k141_690456	68.38
PN8RK_k141_76245	59.46
PN8RK_k141_941662	59.57
PN8RK_k141_955827	100
PN8RL_k141_117767	67.18
PN8RL_k141_1214569	51.14
PN8RL_k141_261027	100
PN8RL_k141_306149	100
PN8RL_k141_666211_1	63.09
PN8RL_k141_866167	100
PN8RL_k141_898930	72.9
PN8RM_k141_1044608	65.86
PN8RM_k141_1052668	100
PN8RM_k141_1237217	79.32
PN8RM_k141_1332992	100
PN8RM_k141_1372785	58.16
PN8RM_k141_1508222	56.74
PN8RM_k141_1745041	83.33
PN8RM_k141_1773439	79.63
PN8RM_k141_496989	100
PN8RM_k141_608127	100
PN8RN_k141_1288551	100
PN8RN_k141_1332970	95.13
PN8RN_k141_1444966	100
PN8RN_k141_1446685	54.92
PN8RN_k141_215674	55.67
PN8RN_k141_423276	55.81
PN8RN_k141_561261	77.16
PN8RN_k141_580303	100
PN8RN_k141_650195	50.98
PN8RN_k141_708190	58.68
PN8RN_k141_988819	56.06
PN8RO_k141_121861	78.53
PN8RO_k141_1548927	53.38
PN8RO_k141_1662635	100
PN8RO_k141_194090	56.61
PN8RO_k141_2024374	100
PN8RO_k141_257159	85.69
PN8RO_k141_527983	99.77
PN8RO_k141_562010	63.5
PN8RP_k141_1292374	53.89
PN8RP_k141_1337743	52.95
PN8RP_k141_1358878	56.34
PN8RP_k141_1369776	100
PN8RP_k141_153284	100
PN8RP_k141_212991	100
PN8RP_k141_228696	88.67
PN8RP_k141_350994	100
PN8RQ_k141_1017987	72.02
PN8RQ_k141_1072835	98.15
PN8RQ_k141_184944	75.16
PN8RQ_k141_774828	59.57
PN8RQ_k141_95558	62.09
PN8RR_k141_1115455	77.49
PN8RR_k141_1338320	50.34
PN8RR_k141_1416078	100
PN8RR_k141_163237	80.57
PN8RR_k141_166832	100
PN8RR_k141_364463	95.45
PN8RR_k141_556624	52.59
PN8RR_k141_879676	96.82
PN8RS_k141_1103354	74.53
PN8RS_k141_1233054	91.49
PN8RS_k141_1236820	83.53
PN8RS_k141_1382253	55.26
PN8RS_k141_141903	63.04
PN8RS_k141_1473598	60.45
PN8RS_k141_1500192_1	60.36
PN8RS_k141_206469	59.97
PN8RS_k141_301513	66.41
PN8RS_k141_488763	55.04
PN8RS_k141_524802	94.12
PN8RS_k141_597475	59.12
PN8RS_k141_643852	100
PN8RS_k141_74653_1	100
PN8RS_k141_983551	59.88
PN9RA_k141_1103003	77.17
PN9RA_k141_157609_1	50.73
PN9RA_k141_910839	56.21
PN9RC_k141_143960_1	62.61
PN9RC_k141_1855851_1	84.01
PN9RC_k141_1955536	100
PN9RD_k141_1016935	55.43
PN9RD_k141_316471	68.42
PN9RD_k141_576561_1	71.6
PN9RE_k141_1799940	72.1
PN9RE_k141_1991135	100
PN9RE_k141_494122	81.86
PN9RE_k141_881225	56.4
PN9RG_k141_1213023	71.38
PN9RH_k141_1719539	54.65
PN9RI_k141_562599	84.06
PN9RI_k141_725303	100
PN9RJ_k141_1385168	53.35
PN9RJ_k141_1407027	81.28
PN9RJ_k141_141549	57.17
PN9RJ_k141_1469436	71.88
PN9RJ_k141_1501481	74.33
PN9RJ_k141_1741182	83.59
PN9RJ_k141_1922048	58.22
PN9RJ_k141_1942020	100
PN9RJ_k141_368205	80.29
PN9RJ_k141_504001	57.72
PN9RJ_k141_669019	56.74
PN9RK_k141_973110	100
PN9RL_k141_1671436	82.88
PN9RL_k141_1940682	60.41
PN9RM_k141_764885	76.99
PN9RO_k141_1016409	52.23
PN9RO_k141_1190408	76.55
PN9RO_k141_1345821	67.24
PN9RO_k141_566125	65.09
PN9RO_k141_620411	93.17
PN9RP_k141_1382845	57.24
PN9RP_k141_1509880	68.3
PN9RP_k141_1727954	53.99
PN9RP_k141_978708	70.38
PN9RQ_k141_1872591	100
R25_NODE_11	64.25
R99_NODE_155	98.19
PN1JG_k141_316946	100
PN15RP_k141_982913	54.45
PN3JD_k141_46360	100
PN9RC_k141_1753267	92.4
PN9RD_k141_794433	91.54
PN8RS_k141_1560234	67.34
PN10RR_k141_514372	100
PN14RD_k141_1931378	100
PN8RK_k141_927960	96.76
PN2DG_k141_6325	72.39
J154_NODE_24_1	100
PN10RO_k141_186462	54.15
PN10RP_k141_1380402	100
PN11RI_k141_505022	57.15
PN12RC_k141_244435	87.43
PN13RE_k141_1169660_fragment_2	61.1
PN13RI_k141_1793614	100
PN14RG_k141_470311	61.77
PN15RB_k141_992395_1	54.37
PN15RE_k141_643508	72.19
PN15RF_k141_1375258_1	92.62
PN16RE_k141_110372	88.11
PN16RE_k141_1157680_1	100
PN1LI_k141_1156045	74.29
PN1LL_k141_355678	79.51
PN2DB_k141_66474	100
PN2DG_k141_82069	99.41
PN2DG_k141_86351	100
PN3CF_k141_2141232	62.28
PN3RC_k141_1832669	67.68
PN3RD_k141_1836516	58.86
PN3RE_k141_2316872_1	61.41
PN5LB_k141_401912_1_fragment_1	61.36
PN5RA_k141_542499	52.64
PN5RC_k141_150507	80.36
PN5RG_k141_782950	50.78
PN5RH_k141_1030004	100
PN6RC_k141_2853297_1	54.99
PN6RG_k141_1996038	72.7
PN6RK_k141_1421866	97.23
PN6RO_k141_117432	100
PN7RI_k141_621133	85.64
PN8RA_k141_23612_fragment_1	89.57
PN8RM_k141_1374572	75.52
PN8RR_k141_441113	79.72
PN9RI_k141_374362	71.36
PN9RQ_k141_1302034	51.15
PN10RD_k141_1182114	98.85
PN10RT_k141_528542	68.69
PN12RD_k141_218802	100
PN12RF_k141_522119	57.19
PN12RH_k141_1251065	50.16
PN13RE_k141_732046	100
PN13RN_k141_1003182	100
PN13RQ_k141_1448982	100
PN14RC_k141_405212	100
PN14RF_k141_1223956	75.67
PN14RI_k141_2029727	53.06
PN14RJ_k141_617027	100
PN14RK_k141_1640862	100
PN14RM_k141_1172773	100
PN15RE_k141_1195960	57.38
PN15RE_k141_544878	100
PN15RO_k141_301802	100
PN15RO_k141_989654	100
PN16RE_k141_786630	100
PN16RN_k141_1345499	95.46
PN16RR_k141_1826947	100
PN1CI_k141_272250	100
PN1CJ_k141_453323	81.61
PN1CK_k141_167841	100
PN1LI_k141_310479	100
PN1RA_k141_2744923	58.03
PN1RA_k141_4398000	99.24
PN1RB_k141_978435	100
PN1RJ_k141_491352	63.79
PN3CB_k141_368444	100
PN3CG_k141_963227	100
PN4RD_k141_980622	78.28
PN5CG_k141_493735	89.46
PN5CG_k141_497973	75.8
PN5RC_k141_615353	91.74
PN6RN_k141_1099615	100
PN8RE_k141_124206	59.43
PN8RF_k141_215175	71.72
PN8RJ_k141_682046	82.36
PN8RM_k141_485039	100
PN8RO_k141_1524907	100
PN9RI_k141_1088635	100
PN10RG_k141_116398	96.32
PN13RG_k141_373733	51.09
PN13RT_k141_1188369	50.72
PN14RH_k141_1343631	75.07
PN14RH_k141_521795	59.36
PN14RI_k141_1759337	99.35
PN15RA_k141_449763	100
PN15RB_k141_651595	51.83
PN15RI_k141_1072828	100
PN1CJ_k141_915058	64.62
PN1RK_k141_1859810	61.57
PN1RL_k141_1726296	70.39
PN4RA_k141_1423699	100
PN8RH_k141_944946	56.85
PN8RJ_k141_709514	63.54
PN9RO_k141_911130	67.7
PN13RI_k141_1630060	100
PN15RE_k141_102918	59.3
PN1RD_k141_2379491	72.37
PN2CA_k141_1427462	100
PN1RK_k141_2954801	100
PN8RG_k141_345626	72.32
PN1CG_k141_15016	75.57
PN2CF_k141_1910997	57.84
PN3CD_k141_389830	55.3
PN3CF_k141_1278852	79.95
PN7RN_k141_174310	73.63
PN8RD_k141_1182497	59.66
PN10RJ_k141_660832	63.21
PN10RN_k141_89056	67.2
PN11RI_k141_677374	52.61
PN11RK_k141_2794913	100
PN11RK_k141_439306	92.06
PN12RC_k141_322650	100
PN12RE_k141_915607	100
PN12RH_k141_671425	75.94
PN12RH_k141_809373	72.55
PN12RJ_k141_774256	83.58
PN12RJ_k141_836763	76.95
PN13RB_k141_79842	82.56
PN13RC_k141_1454273	61.43
PN13RC_k141_952354	92.39
PN13RG_k141_2006118	95.84
PN13RH_k141_1777614	56.11
PN13RI_k141_1207134	74.38
PN13RI_k141_172301	100
PN13RK_k141_1756314	88.33
PN13RL_k141_1866558	54.81
PN13RP_k141_1460460	96.77
PN13RP_k141_1668953_1	91.86
PN13RP_k141_846603	50.04
PN13RP_k141_930344	66.77
PN13RQ_k141_1874039	84.23
PN13RQ_k141_2100364	84.8
PN13RS_k141_1650021	76.62
PN13RS_k141_1674644	58.75
PN13RU_k141_2457735	66.94
PN14RB_k141_1136457	100
PN14RB_k141_259632	99.31
PN14RC_k141_221599	54.44
PN14RC_k141_54055	55.48
PN14RD_k141_1329253	100
PN14RE_k141_1243750	98.15
PN14RG_k141_1623652	99.01
PN14RH_k141_1968447	84.32
PN14RH_k141_703249	100
PN14RK_k141_1718159	86.06
PN14RK_k141_268228	52.92
PN14RK_k141_971815	62.77
PN14RM_k141_1258874	100
PN14RM_k141_570039	74.34
PN14RN_k141_313719	51.53
PN14RO_k141_897355	57.07
PN14RP_k141_1034340	68.4
PN14RP_k141_105848	74.83
PN14RS_k141_1281147	100
PN15RA_k141_349620	66.8
PN15RB_k141_107912_1	100
PN15RB_k141_1365442	58.98
PN15RB_k141_1514627	63.92
PN15RB_k141_799977	85.83
PN15RB_k141_866223	80.95
PN15RC_k141_268820	100
PN15RC_k141_296848	100
PN15RC_k141_412665	79.29
PN15RE_k141_513548	100
PN15RE_k141_584472	65.69
PN15RE_k141_710178	93.45
PN15RF_k141_1431668	100
PN15RI_k141_1023475	78.6
PN15RO_k141_226113	93.85
PN15RO_k141_505982	100
PN15RP_k141_304483	100
PN16RA_k141_4399	68.3
PN16RE_k141_213214	100
PN16RF_k141_1902109	84.02
PN16RG_k141_611036	68.29
PN16RM_k141_126696	84.05
PN16RM_k141_901317	78.77
PN16RV_k141_1317323	91.71
PN16RV_k141_1429324_1	58.46
PN16RV_k141_24533	59.21
PN1CE_k141_777689	96.52
PN1CF_k141_803222	54.3
PN1CF_k141_858975	76.46
PN1CG_k141_510977	54.97
PN1CH_k141_979586	67.22
PN1CJ_k141_1716909	100
PN1CJ_k141_576639	82.47
PN1CJ_k141_792431	57.47
PN1CL_k141_1272850	100
PN1CL_k141_190560	75.46
PN1GJ_k141_69371	82.93
PN1JG_k141_316950	100
PN1LH_k141_525250	100
PN1LI_k141_877277	84.31
PN1RA_k141_3087236_1	99.71
PN1RA_k141_3643160	100
PN1RB_k141_1272308	54.99
PN1RB_k141_530849	100
PN1RD_k141_279362	92.68
PN1RD_k141_3851	100
PN1RD_k141_549217	100
PN1RD_k141_805208	100
PN1RE_k141_1629239	87.77
PN1RE_k141_738308	93.55
PN1RF_k141_703019	83.92
PN1RF_k141_77848_1	74.93
PN1RH_k141_2314993	61.57
PN1RI_k141_1718400	100
PN1RI_k141_386621	52.43
PN1RI_k141_883864	86.02
PN1RJ_k141_1242784	95.65
PN1RJ_k141_921642	96.72
PN1RK_k141_2018830	75.26
PN1RK_k141_273913	91
PN1RL_k141_1619934	57.29
PN1RL_k141_2264258	100
PN1RL_k141_326016	78.29
PN1RL_k141_777853	57.87
PN1RL_k141_919197	87.64
PN2CA_k141_1397048	100
PN2CA_k141_891636	97.35
PN2CG_k141_2139626	100
PN2DB_k141_61618_1	52.74
PN2DG_k141_70704	100
PN2GF_k141_340199	50.63
PN2IF_k141_147764	100
PN2JE_k141_1166	100
PN2LG_k141_840702	59.95
PN2RA_k141_655039	56.86
PN2RF_k141_1004459	96.18
PN2RG_k141_16454	100
PN2RH_k141_1540124	55.8
PN3CB_k141_286558	74.56
PN3CC_k141_2683321	79.78
PN3GA_k141_86746_1	79.64
PN3LG_k141_1104575	59.78
PN3RA_k141_2552910	100
PN3RD_k141_503790	91.77
PN3RD_k141_572233	100
PN3RD_k141_649456	57.61
PN3RF_k141_2211669	90.64
PN3RG_k141_508006	97.35
PN4RD_k141_432503	53.9
PN4RF_k141_256273	80.87
PN5IA_k141_173023_1	71
PN5JH_k141_252838_1	77.96
PN5LE_k141_192067	100
PN5LE_k141_393609	50.98
PN5LG_k141_544723_1	76.55
PN5RA_k141_569914	63.22
PN5RC_k141_359853	99.79
PN5RC_k141_601451	52.54
PN5RC_k141_621570_1	100
PN5RC_k141_639292	55.17
PN5RF_k141_591585	72.51
PN5RG_k141_469911	65.87
PN5RH_k141_452193	57.17
PN6RA_k141_1252277	100
PN6RB_k141_890377	69.28
PN6RF_k141_354470	52.15
PN6RI_k141_65222_fragment_1	59.81
PN6RJ_k141_324564	91.18
PN6RM_k141_1467073_1	95.24
PN6RO_k141_1716390	100
PN6RT_k141_1047623	100
PN7RA_k141_1277278	100
PN7RB_k141_859697	53.48
PN7RF_k141_1902557_1	96.44
PN7RF_k141_2081984	79.77
PN7RF_k141_912549	70.24
PN7RG_k141_1730282	100
PN7RL_k141_1084042	78.45
PN7RN_k141_685349	88.75
PN7RO_k141_1695177	100
PN7RQ_k141_197102	50.23
PN7RT_k141_2262778	100
PN7RV_k141_341221	100
PN8RB_k141_1148720	85.38
PN8RB_k141_327454	100
PN8RB_k141_482527	56.86
PN8RB_k141_705671_1	100
PN8RD_k141_898215_1	66.07
PN8RE_k141_263024	81.82
PN8RF_k141_1204850	78.69
PN8RL_k141_1193252	63.06
PN8RL_k141_809112	100
PN8RL_k141_842648	50.25
PN8RL_k141_904174	77.44
PN8RM_k141_1420155	99.03
PN8RN_k141_1250051_1	85.03
PN8RN_k141_1286492	81.76
PN8RN_k141_1371051	65.05
PN8RN_k141_896993	83.73
PN8RP_k141_1121127	100
PN8RR_k141_1269178	50.69
PN8RR_k141_351535	91.6
PN8RS_k141_1026602	100
PN8RS_k141_123316	72.56
PN8RS_k141_508023	95.84
PN8RS_k141_612595	99.99
PN9RI_k141_671243	64.19
PN9RJ_k141_1421279_1	67.1
PN9RJ_k141_1941972	100
PN9RJ_k141_445544	63.18
PN9RJ_k141_831682	100
PN9RO_k141_630274	75.04
PN3RB_k141_1473104	96.49
PN7RN_k141_1470079_fragment_1	100
PN14RD_k141_1281611	86.43
PN8RE_k141_1304322	62.16
PN11RO_k141_1832283	100
PN13RD_k141_687352	100
PN1RE_k141_7848	100
PN1RF_k141_949639	100
PN3GE_k141_958814	100
PN3LA_k141_1745106	100
PN7RI_k141_1299482	100
PN7RI_k141_98264	100
PN9RP_k141_1274594	100
PN14RC_k141_1491590	100
PN8RB_k141_1513901	79.78
PN7RH_k141_1427922	99.04
PN13RB_k141_1622745	89.83
PN16RQ_k141_33512	100
PN1RK_k141_3280066	89.83
PN2LJ_k141_576088	88.67
PN3CD_k141_603432	100
PN9RK_k141_692152	66.34
PN10RA_k141_1845955	54.32
PN10RE_k141_2182078	78.51
PN10RH_k141_2152303	64.34
PN10RH_k141_2330294	100
PN10RI_k141_908185	80.4
PN10RJ_k141_336086	97.82
PN10RM_k141_1987895	100
PN10RQ_k141_1634568	100
PN10RS_k141_1234360	100
PN11RE_k141_2191944	97.08
PN11RE_k141_2690867	100
PN11RF_k141_1639205	75.06
PN11RI_k141_1046915	100
PN11RI_k141_1206538	64.76
PN11RI_k141_1233169	72.23
PN11RK_k141_309810	83.9
PN11RM_k141_502093_1	77.47
PN11RN_k141_851577	63.3
PN12RD_k141_1268710	100
PN12RG_k141_1391812	100
PN12RH_k141_1314728	100
PN13RA_k141_1563864	92.84
PN13RA_k141_2254637	100
PN13RD_k141_1462803	100
PN13RD_k141_1842751	60.46
PN13RE_k141_112957	100
PN13RG_k141_916760	100
PN13RG_k141_938730_1	98.46
PN13RI_k141_1618786	85.59
PN13RI_k141_1793632	63.19
PN13RI_k141_677231	70.88
PN13RK_k141_1814517	100
PN13RL_k141_2282952	69.14
PN13RN_k141_1415826	52.99
PN13RN_k141_1862871	88.85
PN13RN_k141_2002685	79.9
PN13RN_k141_476423	86.98
PN13RO_k141_1756925	77.73
PN13RP_k141_109411	74.97
PN13RP_k141_628931	53.21
PN13RQ_k141_1940961	65.29
PN13RQ_k141_660917	67.94
PN13RR_k141_520471	98.77
PN13RS_k141_757536	71.98
PN13RT_k141_1173358	58.95
PN13RT_k141_345221	75.09
PN14RB_k141_1567634	100
PN14RB_k141_235147	100
PN14RC_k141_464502	78.32
PN14RD_k141_461348	51.76
PN14RD_k141_671030	67.71
PN14RG_k141_1130595	89.2
PN14RG_k141_1335644	52.8
PN14RH_k141_1102858	69.29
PN14RH_k141_1186984	73.03
PN14RI_k141_1881824	76.78
PN14RI_k141_2048484	71.75
PN14RK_k141_897727	72.64
PN14RL_k141_1434397	69.77
PN14RM_k141_587985	74.56
PN14RO_k141_1067070	50.95
PN14RO_k141_868422	57.87
PN14RP_k141_878804	59.58
PN14RQ_k141_1220808	61.86
PN14RQ_k141_1488868	100
PN14RQ_k141_1541264	75.72
PN14RQ_k141_452803	100
PN14RR_k141_882370	89.27
PN14RS_k141_254430	62.41
PN15RA_k141_513753	60.71
PN15RA_k141_591147	52.44
PN15RA_k141_803095	57.26
PN15RB_k141_63201	100
PN15RB_k141_65202	53.81
PN15RB_k141_797836	56.99
PN15RB_k141_837404	64.34
PN15RC_k141_216723	57.72
PN15RC_k141_769433	100
PN15RD_k141_486869_1	51.71
PN15RE_k141_51748	81.13
PN15RE_k141_612141	100
PN15RE_k141_817456_1	62.82
PN15RE_k141_912586	91.08
PN15RF_k141_1503032	100
PN15RF_k141_386312	72.7
PN15RF_k141_878627	98.26
PN15RH_k141_26853	78.06
PN15RH_k141_504480	73.83
PN15RI_k141_1261905	54.62
PN15RI_k141_915365	67.55
PN15RK_k141_1568000	61.88
PN15RN_k141_112571	70.98
PN15RN_k141_1691449	100
PN15RN_k141_636202	52.48
PN15RO_k141_13187	61.85
PN15RO_k141_254438	92.94
PN15RP_k141_1635027	100
PN15RP_k141_840884	62.46
PN16RA_k141_640209	65.74
PN16RA_k141_839220	54.66
PN16RB_k141_1500450	87.65
PN16RC_k141_1986674	72.49
PN16RC_k141_215273	63.23
PN16RC_k141_650561	93.98
PN16RE_k141_1562184	89.46
PN16RE_k141_576387	90.62
PN16RE_k141_65240	65.87
PN16RE_k141_946773	69.75
PN16RF_k141_841465	100
PN16RG_k141_176672	100
PN16RG_k141_338731	100
PN16RI_k141_1527454	77.23
PN16RJ_k141_2060253	100
PN16RK_k141_1731768	50.69
PN16RN_k141_1324253	50.74
PN16RN_k141_474468	58.84
PN16RN_k141_923429	84.34
PN16RO_k141_1194579	89.84
PN16RQ_k141_1319411	65.03
PN16RQ_k141_1340350	63.02
PN16RR_k141_625691	100
PN1CA_k141_619794	54.52
PN1CC_k141_1308044	89.65
PN1CE_k141_874920	77.34
PN1CG_k141_157887	100
PN1CG_k141_972797	69.41
PN1CH_k141_866154	69.67
PN1CI_k141_678778	100
PN1CL_k141_1447882	77.11
PN1CL_k141_1487477	67.57
PN1CL_k141_511524	85.88
PN1JG_k141_232566_1	51.51
PN1RA_k141_4399298	100
PN1RB_k141_2277556	64.59
PN1RC_k141_1678363	75.75
PN1RC_k141_3037454	89.53
PN1RD_k141_1074804	50.85
PN1RE_k141_1622341	50.6
PN1RE_k141_99978	100
PN1RF_k141_1975637	100
PN1RH_k141_2901630	69.23
PN1RH_k141_3088507	100
PN1RI_k141_1274558	100
PN1RI_k141_1582329	100
PN1RJ_k141_1800652	100
PN1RK_k141_1814030	51.73
PN1RK_k141_2190812_1	58.79
PN1RK_k141_2456353	74.43
PN1RK_k141_3403295	81.14
PN1RL_k141_1140130	61.42
PN1RL_k141_1487904	58.76
PN1RL_k141_1726198	56.1
PN1RL_k141_1761863	50.7
PN1RL_k141_1945425	100
PN1RL_k141_2088075	55.34
PN1RL_k141_2264291	100
PN2CB_k141_1075607	91.21
PN2CB_k141_1412685	51.41
PN2CD_k141_1013404	73.23
PN2CD_k141_302756	70.45
PN2CE_k141_1481865	83.07
PN2CE_k141_771349	92.74
PN2CG_k141_746559	67.41
PN2CG_k141_982664	76.09
PN2CI_k141_1472908	100
PN2CI_k141_2648943_1	50.41
